,seed0/actor_pnorm,seed0/critic_pnorm,seed0/temperature,seed0/return,seed0/critic_gnorm,seed0/q_max,seed0/q_min,seed0/actor_loss,seed0/critic_loss,_timestamp,seed0/q_mean,seed0/return_online,_step,seed0/actor_gnorm,_runtime,timestep,seed0/goal_online,seed0/r,seed0/goal,seed0/temp_loss,seed0/entropy
0,66.16781616210938,655.096435546875,0.0006508988444693387,264.2264959408515,0.1435321569442749,9.960501670837402,6.555296897888184,-9.160563468933105,3.459763526916504,1760383628.3951328,9.12199592590332,309.2988490682743,50000,0.1455143392086029,5734.04913688,50000,0,0.05500704050064087,0,0.0007297856500372291,-8.378803253173828
1,84.20179748535156,914.1205444335938,0.0005463003762997687,477.1932887735071,0.07216910272836685,9.981590270996094,5.833913803100586,-8.959413528442383,3.4718594551086426,1760386471.9001505,8.914315223693848,394.8657995899739,100000,0.13958942890167236,8565.396583761,100000,0,0.058910466730594635,0,5.194505138206296e-05,-9.404914855957031
2,99.97985076904297,1120.7117919921875,0.0005755663732998073,530.8286269727129,0.04148450866341591,9.726753234863281,4.8433990478515625,-8.373329162597656,4.142597198486328,1760389303.2467375,8.33616828918457,433.5272872239015,150000,0.18504367768764496,11390.933520675,150000,0,0.04655354470014572,0,0.0013975300826132298,-7.07190465927124
3,113.88917541503906,1292.6376953125,0.0005685010110028088,597.5630130873157,0.09919288754463196,9.680185317993164,5.825364112854004,-8.49889087677002,4.143773078918457,1760392128.7820132,8.46696662902832,554.7256449350759,200000,0.20771963894367218,14219.547423642,200000,0,0.05512566491961479,0,0.0009296787320636213,-7.864684104919434
4,126.66685485839844,1447.3104248046875,0.0005743581568822265,746.9167297191677,0.03078756481409073,9.387908935546875,4.812803268432617,-8.09221076965332,4.339424133300781,1760394957.39787,8.046607971191406,684.1897115529782,250000,0.2130887359380722,17043.762847142,250000,0,0.042447153478860855,0,-0.0008872935432009399,-11.044843673706055
5,138.11251831054688,1587.1580810546875,0.0005650791572406888,724.2554747248348,0.08045100420713425,9.75486946105957,6.298896312713623,-8.761027336120605,3.9123802185058594,1760397781.6133175,8.733949661254883,743.2566374982438,300000,0.16240385174751282,19870.994259378,300000,0,0.06513633579015732,0,6.350954208755866e-05,-9.387609481811523
6,148.54954528808594,1711.9034423828125,0.0005597227136604488,746.5918887636235,0.06007556989789009,9.681364059448242,6.755733489990234,-8.897613525390625,3.812119960784912,1760400608.8439696,8.87126636505127,813.8038657259714,350000,0.1387484073638916,22710.501146472,350000,0,0.06336498260498047,0,0.001843866310082376,-6.205750465393066
7,158.4130859375,1830.0162353515625,0.0005109363119117916,896.63293697745,0.13980767130851746,9.762031555175781,5.986201286315918,-8.901966094970703,3.726505756378174,1760403448.3453577,8.886157035827637,800.7010071157706,400000,0.12455005943775177,25544.209726371,400000,0,0.06575912982225418,0,0.00037854883703403175,-8.75910758972168
8,167.6276397705078,1938.8824462890625,0.0004906815593130887,867.6876382286198,0.05662465840578079,9.749316215515137,5.946386337280273,-8.756355285644531,3.8171327114105225,1760406282.0595918,8.73462200164795,854.9610142609404,450000,0.15150505304336548,28371.707867157,450000,0,0.06251206994056702,0,0.00031991381547413766,-8.848021507263184
9,176.20263671875,2040.3408203125,0.0004543293616734445,911.1051455469533,0.08614253997802734,9.869311332702637,5.854860305786133,-8.832311630249023,3.616611957550049,1760409109.5595214,8.813193321228027,869.8286245322172,500000,0.13186144828796387,31206.035558536,500000,0,0.06849034130573273,0,-0.00030965293990448117,-10.181560516357422
10,184.05397033691406,2134.961669921875,0.00042207297519780695,935.8786453541555,0.05191076546907425,9.841288566589355,6.789064407348633,-9.273417472839355,3.328662872314453,1760411943.8852515,9.252263069152832,885.5227216023113,550000,0.11856866627931595,34038.279739632,550000,0,0.079770527780056,0,-0.00022754423844162375,-10.039111137390137
11,191.4936065673828,2222.867431640625,0.0003985429066233337,939.022235016145,0.06482178717851639,9.860185623168945,5.528552055358887,-9.178825378417969,3.2911577224731445,1760414776.128993,9.163368225097656,913.9925372053922,600000,0.11159609258174896,36873.542600691,600000,0,0.0735207349061966,0,0.0014179039280861616,-5.942280292510986
12,198.6356964111328,2308.738037109375,0.0003769086324609816,938.3378307120778,0.0503130741417408,9.913457870483398,5.358577251434326,-9.172733306884766,3.0251646041870117,1760417611.3929415,9.161523818969727,919.5024316926979,650000,0.11043358594179153,39707.568379123,650000,0,0.07766395807266235,0,0.0010693557560443878,-6.662825107574463
13,205.38937377929688,2391.53125,0.00034513455466367304,952.504355206375,0.07040143758058548,9.918684959411621,7.382274627685547,-9.488751411437988,2.7680652141571045,1760420445.4183834,9.47214412689209,917.8779424579822,700000,0.10186373442411423,42538.665910347,700000,0,0.08189846575260162,0,0.0006133276037871838,-7.722931861877441
14,211.95046997070312,2470.352783203125,0.0003033662505913526,942.7830029810008,0.04862054064869881,9.958000183105469,5.845693111419678,-9.170254707336426,2.971731662750244,1760423276.5149105,9.154088020324707,944.6584942461636,750000,0.11051344126462936,45365.493052686,750000,0,0.07372961938381195,0,0.00021848078176844865,-8.77981185913086
15,218.4212188720703,2545.393310546875,0.0002687368541955948,968.0586751475972,0.04646619036793709,9.977045059204102,7.584890842437744,-9.59723949432373,2.468020439147949,1760426103.3373392,9.584421157836914,946.2441975124124,800000,0.07742153108119965,48184.722534929,800000,0,0.08232524991035461,0,0.00010819430463016033,-9.097396850585938
16,224.4994659423828,2619.30810546875,0.00023814532323740423,790.2305678473437,0.039943303912878036,9.976644515991211,5.495103359222412,-9.543542861938477,2.1516175270080566,1760428922.570696,9.527080535888672,914.6149463004956,850000,0.1555040031671524,51002.69375374,850000,0,0.08135811984539032,0,0.00041748129297047853,-7.746947288513184
17,230.4159698486328,2687.7431640625,0.0002202017931267619,971.1526311544831,0.051040466874837875,9.981983184814453,6.7390594482421875,-9.529220581054688,2.2066173553466797,1760431740.5341299,9.513282775878906,927.0459707643016,900000,0.08288804441690445,57233.614814188,900000,0,0.08068554103374481,0,-0.0001206307570100762,-10.047819137573242
18,236.10617065429688,2753.50146484375,0.00020148720068391412,971.5696549205838,0.11039131134748459,9.977668762207031,6.354128837585449,-9.543814659118652,2.406813144683838,1760437970.8033774,9.517891883850098,931.0009672654028,950000,0.16538533568382263,60961.011583713,950000,0,0.07789070904254913,0,-0.0005481161642819643,-12.220352172851562
